Host_Prot	Path_Prot	Similarity_Score
UNIPROT_AC:P01857	UNIPROT_AC:Q5NH71	0.03
UNIPROT_AC:H3BP21	UNIPROT_AC:P52490	0.0425
UNIPROT_AC:Q9C040	UNIPROT_AC:Q12341	0.09
UNIPROT_AC:Q4G0R1	UNIPROT_AC:Q5NFJ3	0.0
UNIPROT_AC:Q9BWM7	UNIPROT_AC:B9UPF3	0.055
UNIPROT_AC:D6MJA8	UNIPROT_AC:Q8D1E6	0.03
UNIPROT_AC:A0A090KKK1	UNIPROT_AC:P00560	0.03
UNIPROT_AC:P55065	UNIPROT_AC:P0A6F9	0.0575
UNIPROT_AC:P0CG48	UNIPROT_AC:P02557	0.085
UNIPROT_AC:P13984	UNIPROT_AC:Q81KT8	0.045
UNIPROT_AC:P04275	UNIPROT_AC:P03204	0.075
UNIPROT_AC:A8MY62	UNIPROT_AC:P03454	0.0
UNIPROT_AC:Q07955	UNIPROT_AC:P03454	0.04
UNIPROT_AC:Q9HB29	UNIPROT_AC:P04544	0.21
UNIPROT_AC:Q9HAU0	UNIPROT_AC:P06428	0.04
UNIPROT_AC:P0CG48	UNIPROT_AC:P36046	0.08
UNIPROT_AC:Q8N250	UNIPROT_AC:P38340	0.0
UNIPROT_AC:Q86SZ2	UNIPROT_AC:B4URE8	0.0525
UNIPROT_AC:P03973	UNIPROT_AC:P06429	0.105
UNIPROT_AC:Q9UHK3	UNIPROT_AC:P20095	0.0
UNIPROT_AC:Q16891	UNIPROT_AC:P0C705	0.0325
UNIPROT_AC:E7EW31	UNIPROT_AC:Q2KRY6	0.0
UNIPROT_AC:Q68CZ2	UNIPROT_AC:P0CK48	0.02
UNIPROT_AC:H3BTW2	UNIPROT_AC:Q04307	0.025
UNIPROT_AC:P51606	UNIPROT_AC:Q8D0N9	0.01
UNIPROT_AC:Q12899	UNIPROT_AC:Q7CHZ9	0.03
UNIPROT_AC:F8WDL2	UNIPROT_AC:Q7CGI0	0.0
UNIPROT_AC:K7ENU3	UNIPROT_AC:P38328	0.0
UNIPROT_AC:Q5T4J0	UNIPROT_AC:P06788	0.0275
UNIPROT_AC:U5YEN3	UNIPROT_AC:Q89733	0.0275
UNIPROT_AC:P16615	UNIPROT_AC:P04494	0.085
UNIPROT_AC:P23497-2	UNIPROT_AC:Q03063	0.13
UNIPROT_AC:Q8TDS7	UNIPROT_AC:P06428	0.025
UNIPROT_AC:A0A0M3LB92	UNIPROT_AC:P32502	0.03
UNIPROT_AC:Q8N1I0	UNIPROT_AC:B4URF7	0.06
UNIPROT_AC:Q6ZNB7	UNIPROT_AC:P06427	0.06
UNIPROT_AC:Q9BY15	UNIPROT_AC:P03427	0.03
UNIPROT_AC:C9JH98	UNIPROT_AC:P20459	0.03
UNIPROT_AC:P02299	UNIPROT_AC:P60010	0.155
UNIPROT_AC:A0A0A7CAD1	UNIPROT_AC:Q89733	0.0275
UNIPROT_AC:Q9H0D2	UNIPROT_AC:Q9WMX2	0.06
UNIPROT_AC:P23527	UNIPROT_AC:P04487	0.04
UNIPROT_AC:P83881	UNIPROT_AC:P03470	0.035
UNIPROT_AC:O14735	UNIPROT_AC:P24830	0.04
UNIPROT_AC:P61604	UNIPROT_AC:P05777	0.065
UNIPROT_AC:Q9NY27	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q96MS0	UNIPROT_AC:P04544	0.06
UNIPROT_AC:Q9DAK9	UNIPROT_AC:P27958	0.1875
UNIPROT_AC:P63244	UNIPROT_AC:Q89268	0.18
UNIPROT_AC:Q15208	UNIPROT_AC:Q20MH0	0.015
UNIPROT_AC:A0A024R1P2	UNIPROT_AC:Q7CHB4	0.01
UNIPROT_AC:P13667	UNIPROT_AC:B4URF0	0.03
UNIPROT_AC:P05556	UNIPROT_AC:P05780	0.115
UNIPROT_AC:H0YFP5	UNIPROT_AC:P22855	0.0
UNIPROT_AC:Q8NA66	UNIPROT_AC:P0CK49	0.0
UNIPROT_AC:Q9BYW2	UNIPROT_AC:Q7CFQ3	0.0675
UNIPROT_AC:H3BSV8	UNIPROT_AC:P04620	0.065
UNIPROT_AC:P61604	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q16576	UNIPROT_AC:P03129	0.165
UNIPROT_AC:Q53EL6	UNIPROT_AC:Q81LF9	0.055
UNIPROT_AC:P25705	UNIPROT_AC:Q87644	0.105
UNIPROT_AC:Q9Y6N7	UNIPROT_AC:P0C6Z1	0.06
UNIPROT_AC:Q9P2H0	UNIPROT_AC:P03129	0.04
UNIPROT_AC:Q9BU89	UNIPROT_AC:P04585	0.09
UNIPROT_AC:P09012	UNIPROT_AC:Q1HVI8	0.0325
UNIPROT_AC:P17480	UNIPROT_AC:P15682	0.1
UNIPROT_AC:Q8K561	UNIPROT_AC:P06463	0.025
UNIPROT_AC:Q86UD3	UNIPROT_AC:H9XIJ5	0.04
UNIPROT_AC:Q15233	UNIPROT_AC:Q1HVI8	0.0725
UNIPROT_AC:Q03060	UNIPROT_AC:P05777	0.045
UNIPROT_AC:Q9BZI1	UNIPROT_AC:O36551	0.01
UNIPROT_AC:P62991	UNIPROT_AC:Q06696	0.065
UNIPROT_AC:P62316	UNIPROT_AC:Q8AZK7	0.025
UNIPROT_AC:A0A0A0MRB0	UNIPROT_AC:Q7CIL8	0.075
UNIPROT_AC:P35250	UNIPROT_AC:P04608	0.1775
UNIPROT_AC:A4QPB2	UNIPROT_AC:P04608	0.0675
UNIPROT_AC:Q9HBR0	UNIPROT_AC:B9UPF3	0.055
UNIPROT_AC:A0A024R699	UNIPROT_AC:Q7CFP2	0.01
UNIPROT_AC:Q15369	UNIPROT_AC:Q02840	0.055
UNIPROT_AC:B2R5K5	UNIPROT_AC:Q81LD0	0.0
UNIPROT_AC:Q07666	UNIPROT_AC:Q1HVI8	0.0725
UNIPROT_AC:Q6ZUJ4	UNIPROT_AC:P03427	0.025
UNIPROT_AC:Q96D09	UNIPROT_AC:Q3KSQ2	0.0375
UNIPROT_AC:O43439	UNIPROT_AC:Q5NIE3	0.045
UNIPROT_AC:Q31638	UNIPROT_AC:P03255-2	0.0275
UNIPROT_AC:A8MTZ5	UNIPROT_AC:Q01454	0.045
UNIPROT_AC:P0CG24	UNIPROT_AC:P0C6Z1	0.01
UNIPROT_AC:Q16563	UNIPROT_AC:P06788	0.025
UNIPROT_AC:P51572	UNIPROT_AC:P04544	0.1525
UNIPROT_AC:P04406	UNIPROT_AC:P03186	0.075
UNIPROT_AC:O43402	UNIPROT_AC:P24830	0.01
UNIPROT_AC:Q9UQ84	UNIPROT_AC:Q9QAI7	0.01
UNIPROT_AC:P16442	UNIPROT_AC:Q89268	0.045
UNIPROT_AC:Q8TDU6	UNIPROT_AC:Q7CKL1	0.03
UNIPROT_AC:Q9BVW5	UNIPROT_AC:P06423	0.06
UNIPROT_AC:V9H068	UNIPROT_AC:P87176	0.05
UNIPROT_AC:Q9BQ69	UNIPROT_AC:P59635	0.02
UNIPROT_AC:Q4F2K9	UNIPROT_AC:P03119	0.03
UNIPROT_AC:Q9TP03	UNIPROT_AC:P32502	0.03
UNIPROT_AC:Q16543	UNIPROT_AC:P04413	0.125
UNIPROT_AC:Q8N7M2	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:P09619	UNIPROT_AC:P0C739	0.09
UNIPROT_AC:Q14031	UNIPROT_AC:Q1HVJ2	0.02
UNIPROT_AC:Q9UNY4	UNIPROT_AC:P03427	0.1225
UNIPROT_AC:Q5T871	UNIPROT_AC:Q1HVI8	0.0325
UNIPROT_AC:P46734	UNIPROT_AC:P05780	0.03
UNIPROT_AC:P19838	UNIPROT_AC:Q8CZX4	0.03
UNIPROT_AC:A6NK02	UNIPROT_AC:P04578	0.0225
UNIPROT_AC:Q9Y5U4	UNIPROT_AC:Q96WV5	0.0375
UNIPROT_AC:P11177	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q07955	UNIPROT_AC:P36778	0.055
UNIPROT_AC:P31942	UNIPROT_AC:Q9WMX2	0.105
UNIPROT_AC:Q6UX53	UNIPROT_AC:P03430	0.12
UNIPROT_AC:P63279	UNIPROT_AC:P38703	0.105
UNIPROT_AC:O15049	UNIPROT_AC:Q77UU1	0.01
UNIPROT_AC:A0A0A7C7E0	UNIPROT_AC:Q20MD0	0.0275
UNIPROT_AC:Q5FBX6	UNIPROT_AC:Q5NEC0	0.0
UNIPROT_AC:C9WES0	UNIPROT_AC:Q7CIZ0	0.0325
UNIPROT_AC:Q96CW1	UNIPROT_AC:P04601	0.075
UNIPROT_AC:O75348	UNIPROT_AC:Q0A2H1	0.04
UNIPROT_AC:Q8NFD4	UNIPROT_AC:P04585	0.0
UNIPROT_AC:Q6ZVX7	UNIPROT_AC:P06428	0.02
UNIPROT_AC:P49902	UNIPROT_AC:P39518	0.12
UNIPROT_AC:Q13103	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:Q32Q39	UNIPROT_AC:P15682	0.0
UNIPROT_AC:Q0P6D2	UNIPROT_AC:P03427	0.01
UNIPROT_AC:Q9UPN9	UNIPROT_AC:P05780	0.03
UNIPROT_AC:P19883	UNIPROT_AC:P03366	0.0425
UNIPROT_AC:P23396	UNIPROT_AC:P05780	0.0625
UNIPROT_AC:Q9Y675	UNIPROT_AC:Q1H8W6	0.01
UNIPROT_AC:Q96NA8	UNIPROT_AC:P0CK47	0.0475
UNIPROT_AC:Q9BZ01	UNIPROT_AC:P03430	0.01
UNIPROT_AC:P06733	UNIPROT_AC:P05777	0.07
UNIPROT_AC:Q8N9N5-2	UNIPROT_AC:P35184	0.0725
UNIPROT_AC:P46777	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q8TD35	UNIPROT_AC:P04618	0.0
UNIPROT_AC:Q8IYS2	UNIPROT_AC:P04578	0.055
UNIPROT_AC:G1EQ79	UNIPROT_AC:P03246	0.03
UNIPROT_AC:O75348	UNIPROT_AC:Q2PJP0	0.115
UNIPROT_AC:F4YU71	UNIPROT_AC:P06422	0.03
UNIPROT_AC:Q13536	UNIPROT_AC:P15659	0.01
UNIPROT_AC:Q53G59	UNIPROT_AC:P03225	0.01
UNIPROT_AC:Q96BR1	UNIPROT_AC:P05777	0.04
UNIPROT_AC:Q8TC07	UNIPROT_AC:P0C737	0.02
UNIPROT_AC:Q15366	UNIPROT_AC:P05780	0.03
UNIPROT_AC:P30048	UNIPROT_AC:Q7CHU1	0.08
UNIPROT_AC:I3L111	UNIPROT_AC:Q06058	0.0
UNIPROT_AC:P0DJD9	UNIPROT_AC:P03182	0.0275
UNIPROT_AC:P40692	UNIPROT_AC:Q8CZY2	0.1375
UNIPROT_AC:Q9P035	UNIPROT_AC:P06927	0.09
UNIPROT_AC:Q9BYV6-2	UNIPROT_AC:O14468	0.0275
UNIPROT_AC:Q96QB4	UNIPROT_AC:P03246	0.0
UNIPROT_AC:Q9UNM6	UNIPROT_AC:P05777	0.0825
UNIPROT_AC:O75688	UNIPROT_AC:P03470	0.1
UNIPROT_AC:Q8TEX9	UNIPROT_AC:Q81KT8	0.0825
UNIPROT_AC:P11142	UNIPROT_AC:P03129	0.18
UNIPROT_AC:O95674	UNIPROT_AC:B9UPF3	0.055
UNIPROT_AC:Q96S55	UNIPROT_AC:P04544	0.075
UNIPROT_AC:Q9BQ04	UNIPROT_AC:P03470	0.04
UNIPROT_AC:Q8IXI2	UNIPROT_AC:P0C739	0.0825
UNIPROT_AC:Q8IYM2	UNIPROT_AC:P05780	0.015
UNIPROT_AC:P52630	UNIPROT_AC:P11207	0.195
UNIPROT_AC:P82673	UNIPROT_AC:P05777	0.085
UNIPROT_AC:Q9NZJ5	UNIPROT_AC:B4URF7	0.13
UNIPROT_AC:Q5QJE6	UNIPROT_AC:Q91B85	0.06
UNIPROT_AC:Q9Y663	UNIPROT_AC:P03410	0.075
UNIPROT_AC:Q8N9M1	UNIPROT_AC:Q81Z98	0.015
UNIPROT_AC:P61221	UNIPROT_AC:Q89268	0.17
UNIPROT_AC:Q96A28	UNIPROT_AC:P24835	0.01
UNIPROT_AC:Q5GAN5	UNIPROT_AC:Q87644	0.1
UNIPROT_AC:Q8WXH4	UNIPROT_AC:Q20MH0	0.04
UNIPROT_AC:P05556	UNIPROT_AC:P04601	0.18
UNIPROT_AC:H2BE77	UNIPROT_AC:Q81S59	0.03
UNIPROT_AC:P14868	UNIPROT_AC:Q8AZK7	0.04
UNIPROT_AC:P29590	UNIPROT_AC:O13351	0.205
UNIPROT_AC:P51784	UNIPROT_AC:P03427	0.09
UNIPROT_AC:A0A078BBI5	UNIPROT_AC:Q81X48	0.05
UNIPROT_AC:P20671	UNIPROT_AC:P04487	0.1
UNIPROT_AC:P23511-2	UNIPROT_AC:P38340	0.045
UNIPROT_AC:B7ZB80	UNIPROT_AC:P15682	0.045
UNIPROT_AC:Q13158	UNIPROT_AC:P03126	0.195
UNIPROT_AC:Q3SX64	UNIPROT_AC:P05780	0.01
UNIPROT_AC:P18089	UNIPROT_AC:P15059	0.05
UNIPROT_AC:P00748	UNIPROT_AC:Q0A2H1	0.03
UNIPROT_AC:P51828	UNIPROT_AC:P03430	0.145
UNIPROT_AC:Q9BV81	UNIPROT_AC:Q81LQ9	0.075
UNIPROT_AC:P62269	UNIPROT_AC:P05777	0.0575
UNIPROT_AC:Q6L8S8	UNIPROT_AC:P03122	0.01
UNIPROT_AC:Q9UQR0	UNIPROT_AC:P15659	0.045
UNIPROT_AC:Q6UB99	UNIPROT_AC:Q81ZA2	0.0275
UNIPROT_AC:H9LJY5	UNIPROT_AC:P36817	0.045
UNIPROT_AC:P0CG48	UNIPROT_AC:P49723	0.0925
UNIPROT_AC:J3KSW7	UNIPROT_AC:P40302	0.015
UNIPROT_AC:Q6ZQX7	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q9ULJ6	UNIPROT_AC:Q8ZDA6	0.06
UNIPROT_AC:Q8N448	UNIPROT_AC:P14079	0.115
UNIPROT_AC:Q9BQB6	UNIPROT_AC:P0C739	0.0675
UNIPROT_AC:Q9BQB6	UNIPROT_AC:B9UPF3	0.055
UNIPROT_AC:P04792	UNIPROT_AC:Q1HVI8	0.075
UNIPROT_AC:Q8IWL3	UNIPROT_AC:P05777	0.04
UNIPROT_AC:B7ZAP7	UNIPROT_AC:Q7CJF5	0.03
UNIPROT_AC:Q7L5N1	UNIPROT_AC:P12520	0.1275
UNIPROT_AC:A1YZK7	UNIPROT_AC:Q87644	0.225
UNIPROT_AC:P0CG48	UNIPROT_AC:P15624	0.08
UNIPROT_AC:Q16629	UNIPROT_AC:P05777	0.04
UNIPROT_AC:Q16671	UNIPROT_AC:P04620	0.03
UNIPROT_AC:Q6ZMJ4	UNIPROT_AC:P03470	0.03
UNIPROT_AC:H7C2H0	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q13137	UNIPROT_AC:Q5NEX4	0.025
UNIPROT_AC:Q8WWM7	UNIPROT_AC:P15659	0.0425
UNIPROT_AC:Q9BWG6	UNIPROT_AC:P03129	0.075
UNIPROT_AC:P40197	UNIPROT_AC:F5HCJ2	0.0625
UNIPROT_AC:Q9BV47	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:Q66K74	UNIPROT_AC:P03120	0.045
UNIPROT_AC:P16671	UNIPROT_AC:Q8CZL1	0.045
UNIPROT_AC:P12525	UNIPROT_AC:P03470	0.03
UNIPROT_AC:O95163	UNIPROT_AC:Q9QPN3	0.04
UNIPROT_AC:Q7LG56	UNIPROT_AC:P0C737	0.025
UNIPROT_AC:Q9BVV6	UNIPROT_AC:P05777	0.02
UNIPROT_AC:Q8NFZ5	UNIPROT_AC:P26669	0.04
UNIPROT_AC:A8K494	UNIPROT_AC:Q8ZH50	0.07
UNIPROT_AC:Q5U5R9	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q13137	UNIPROT_AC:P0CH08	0.0675
UNIPROT_AC:Q8N227	UNIPROT_AC:Q89268	0.0425
UNIPROT_AC:P00846	UNIPROT_AC:Q9QLP4	0.03
UNIPROT_AC:A0A0A7C6X7	UNIPROT_AC:P32502	0.03
UNIPROT_AC:Q96QE5	UNIPROT_AC:P06921	0.165
UNIPROT_AC:Q9UHQ9	UNIPROT_AC:P05919	0.1
UNIPROT_AC:O96000	UNIPROT_AC:P03126	0.04
UNIPROT_AC:P04155	UNIPROT_AC:P13285	0.025
UNIPROT_AC:P07910	UNIPROT_AC:Q89268	0.16
UNIPROT_AC:Q13617	UNIPROT_AC:P03129	0.11
UNIPROT_AC:Q15788	UNIPROT_AC:Q81XF7	0.0275
UNIPROT_AC:O00182	UNIPROT_AC:Q5NGC3	0.04
UNIPROT_AC:Q9UKT9	UNIPROT_AC:P03431	0.075
UNIPROT_AC:P14625	UNIPROT_AC:P04618	0.1
UNIPROT_AC:Q13405	UNIPROT_AC:P03470	0.0275
UNIPROT_AC:Q92900	UNIPROT_AC:P03427	0.165
UNIPROT_AC:Q4VIT5	UNIPROT_AC:P03418	0.0525
UNIPROT_AC:Q9UNE7	UNIPROT_AC:P69722	0.0325
UNIPROT_AC:O00487	UNIPROT_AC:P03126	0.165
UNIPROT_AC:P67936	UNIPROT_AC:P03470	0.0275
UNIPROT_AC:P35504	UNIPROT_AC:P04608	0.03
UNIPROT_AC:P49327	UNIPROT_AC:P03454	0.045
UNIPROT_AC:O94776	UNIPROT_AC:Q77YF9	0.03
UNIPROT_AC:C5H6K5	UNIPROT_AC:Q2FZB8	0.035
UNIPROT_AC:Q68DD2	UNIPROT_AC:Q194T2	0.045
UNIPROT_AC:Q92841	UNIPROT_AC:P03427	0.1575
UNIPROT_AC:P83731	UNIPROT_AC:P04487	0.06
UNIPROT_AC:P46776	UNIPROT_AC:P03454	0.07
UNIPROT_AC:D5FHL1	UNIPROT_AC:Q5NGW2	0.03
UNIPROT_AC:Q86XR7	UNIPROT_AC:P06827	0.0275
UNIPROT_AC:O60383	UNIPROT_AC:Q91B85	0.06
UNIPROT_AC:A0A087WZC1	UNIPROT_AC:O42832	0.395
UNIPROT_AC:P08134	UNIPROT_AC:P04578	0.0725
UNIPROT_AC:Q96RU2	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:O95786	UNIPROT_AC:F1BA48	0.08
UNIPROT_AC:P61769	UNIPROT_AC:Q7CHV8	0.03
UNIPROT_AC:P15954	UNIPROT_AC:P06429	0.035
UNIPROT_AC:Q8R151	UNIPROT_AC:P04591	0.0725
UNIPROT_AC:F5H7C6	UNIPROT_AC:Q6V4L5	0.015
UNIPROT_AC:Q8WVX3	UNIPROT_AC:Q5NEC0	0.01
UNIPROT_AC:B7Z548	UNIPROT_AC:P32502	0.015
UNIPROT_AC:A0A096LP60	UNIPROT_AC:Q81V35	0.0
UNIPROT_AC:A0A090N7T9	UNIPROT_AC:Q8D1A1	0.1025
UNIPROT_AC:Q8N9L7	UNIPROT_AC:P05777	0.0
UNIPROT_AC:P17844	UNIPROT_AC:P03430	0.15
UNIPROT_AC:Q68DE3	UNIPROT_AC:P03470	0.07
UNIPROT_AC:P51114	UNIPROT_AC:P03430	0.055
UNIPROT_AC:A1L4H1	UNIPROT_AC:P0CK49	0.02
UNIPROT_AC:P17947	UNIPROT_AC:Q69022	0.1375
UNIPROT_AC:B4DDH3	UNIPROT_AC:Q81VR0	0.0425
UNIPROT_AC:G1ENY3	UNIPROT_AC:Q7CHZ0	0.03
UNIPROT_AC:Q9BQB6	UNIPROT_AC:P06927	0.085
UNIPROT_AC:Q01813	UNIPROT_AC:P06428	0.055
UNIPROT_AC:P25063	UNIPROT_AC:P0C705	0.0375
UNIPROT_AC:Q86W25	UNIPROT_AC:P04601	0.11
UNIPROT_AC:O94813	UNIPROT_AC:Q1H8W6	0.03
UNIPROT_AC:C9JCL4	UNIPROT_AC:Q8ZBY6	0.0
UNIPROT_AC:Q96EQ0	UNIPROT_AC:P17695	0.015
UNIPROT_AC:Q8TD31	UNIPROT_AC:P03186	0.03
UNIPROT_AC:Q9Y6Q9	UNIPROT_AC:P04608	0.09
UNIPROT_AC:A0A024RC50	UNIPROT_AC:Q99383	0.0
UNIPROT_AC:Q99873	UNIPROT_AC:P04591	0.065
UNIPROT_AC:Q7KZF4	UNIPROT_AC:P03470	0.06
UNIPROT_AC:O75643	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q16031	UNIPROT_AC:Q8ZGX4	0.0
UNIPROT_AC:A0A0K0KR57	UNIPROT_AC:Q7CJU5	0.0325
UNIPROT_AC:A0A087X0F8	UNIPROT_AC:P32502	0.0
UNIPROT_AC:A0A024QZB1	UNIPROT_AC:Q8Z9S7	0.0825
UNIPROT_AC:C9J3V5	UNIPROT_AC:P03454	0.01
UNIPROT_AC:P28062	UNIPROT_AC:Q1HVJ2	0.04
UNIPROT_AC:O14654	UNIPROT_AC:Q99AU3	0.1
UNIPROT_AC:Q61329	UNIPROT_AC:P0C1C7	0.07
UNIPROT_AC:Q8WY48	UNIPROT_AC:Q3KSV2	0.0
UNIPROT_AC:Q14257	UNIPROT_AC:Q8AZK7	0.0175
UNIPROT_AC:P02751	UNIPROT_AC:P0C763	0.01
UNIPROT_AC:Q6UUV7	UNIPROT_AC:P03206	0.2125
UNIPROT_AC:Q14590	UNIPROT_AC:P03470	0.035
UNIPROT_AC:Q9Y617	UNIPROT_AC:P06930	0.03
UNIPROT_AC:P23769	UNIPROT_AC:P14075	0.025
UNIPROT_AC:Q96EH3	UNIPROT_AC:P90495	0.035
UNIPROT_AC:Q6ZS81	UNIPROT_AC:P04487	0.01
UNIPROT_AC:Q9H221	UNIPROT_AC:B4URF1	0.0275
UNIPROT_AC:Q9NPF0	UNIPROT_AC:P04601	0.075
UNIPROT_AC:P62952	UNIPROT_AC:P06930	0.0475
UNIPROT_AC:P84098	UNIPROT_AC:P15659	0.045
UNIPROT_AC:Q4G056	UNIPROT_AC:P03070	0.135
UNIPROT_AC:Q63787	UNIPROT_AC:P03076	0.0625
UNIPROT_AC:Q03135	UNIPROT_AC:P05777	0.1625
UNIPROT_AC:Q6PGQ1	UNIPROT_AC:P03470	0.025
UNIPROT_AC:Q7Z624	UNIPROT_AC:Q99AU3	0.06
UNIPROT_AC:Q92905	UNIPROT_AC:P06427	0.1175
UNIPROT_AC:Q969F0	UNIPROT_AC:Q12006	0.08
UNIPROT_AC:P10599	UNIPROT_AC:P15682	0.03
UNIPROT_AC:Q9UQ35	UNIPROT_AC:P03129	0.075
UNIPROT_AC:Q5H9L2	UNIPROT_AC:P03317	0.075
UNIPROT_AC:P63104	UNIPROT_AC:Q7CHE5	0.045
UNIPROT_AC:Q07444	UNIPROT_AC:Q82506	0.065
UNIPROT_AC:P51991	UNIPROT_AC:O56264	0.045
UNIPROT_AC:Q8N365	UNIPROT_AC:P36827	0.135
UNIPROT_AC:Q61292	UNIPROT_AC:P39940	0.065
UNIPROT_AC:Q9NY93	UNIPROT_AC:Q3SBS4	0.0525
UNIPROT_AC:D7NNS6	UNIPROT_AC:Q81TT4	0.0425
UNIPROT_AC:Q5JPI9	UNIPROT_AC:B4URF1	0.0275
UNIPROT_AC:Q6ZS82	UNIPROT_AC:P03496	0.0525
UNIPROT_AC:O94822	UNIPROT_AC:B4URE8	0.03
UNIPROT_AC:Q16576	UNIPROT_AC:P03430	0.1325
UNIPROT_AC:F8VVR0	UNIPROT_AC:P25644	0.01
UNIPROT_AC:P37275	UNIPROT_AC:P68590	0.065
UNIPROT_AC:Q14997	UNIPROT_AC:P13285	0.04
UNIPROT_AC:O43791	UNIPROT_AC:Q05322	0.0225
UNIPROT_AC:P63005	UNIPROT_AC:P0CG63	0.095
UNIPROT_AC:Q9NPF8	UNIPROT_AC:P21698	0.04
UNIPROT_AC:P37108	UNIPROT_AC:P05777	0.035
UNIPROT_AC:O00308	UNIPROT_AC:P03120	0.09
UNIPROT_AC:Q9CXV1	UNIPROT_AC:P03129	0.065
UNIPROT_AC:Q9UBK9	UNIPROT_AC:Q5NGF2	0.055
UNIPROT_AC:Q8N3Y1	UNIPROT_AC:P63233	0.03
UNIPROT_AC:P42858	UNIPROT_AC:Q08220	0.045
UNIPROT_AC:P05976	UNIPROT_AC:P03182	0.0225
UNIPROT_AC:I6NN14	UNIPROT_AC:Q89268	0.03
UNIPROT_AC:K7ES07	UNIPROT_AC:Q81JN0	0.0175
UNIPROT_AC:P54727	UNIPROT_AC:P03470	0.03
UNIPROT_AC:Q12756	UNIPROT_AC:P05780	0.0375
UNIPROT_AC:P55089	UNIPROT_AC:P15659	0.095
UNIPROT_AC:H0Y3X7	UNIPROT_AC:P43593	0.0
UNIPROT_AC:P83859	UNIPROT_AC:D1LN35	0.125
UNIPROT_AC:O95630	UNIPROT_AC:P03204	0.06
UNIPROT_AC:Q9Y5K2	UNIPROT_AC:P03427	0.055
UNIPROT_AC:B4DFK9	UNIPROT_AC:P03409	0.0375
UNIPROT_AC:Q13825	UNIPROT_AC:P03470	0.0925
UNIPROT_AC:Q99929	UNIPROT_AC:P03225	0.01
UNIPROT_AC:O14737	UNIPROT_AC:Q91B85	0.06
UNIPROT_AC:P25116	UNIPROT_AC:P0CK50	0.01
UNIPROT_AC:A0A024R9F4	UNIPROT_AC:P47088	0.0
UNIPROT_AC:B5MDU3	UNIPROT_AC:Q9F290	0.0175
UNIPROT_AC:Q9HC10	UNIPROT_AC:P06423	0.035
UNIPROT_AC:Q8TDL5	UNIPROT_AC:P05777	0.035
UNIPROT_AC:A0A087WTJ8	UNIPROT_AC:P48232	0.0
UNIPROT_AC:P18583	UNIPROT_AC:Q2PJP0	0.12
UNIPROT_AC:Q8N4B5	UNIPROT_AC:Q99AU3	0.0
UNIPROT_AC:Q99816	UNIPROT_AC:P03211	0.1325
UNIPROT_AC:A0A0A7C8J0	UNIPROT_AC:Q04307	0.0375
UNIPROT_AC:H0Y6Y1	UNIPROT_AC:Q02629	0.0
UNIPROT_AC:O60264	UNIPROT_AC:P15682	0.04
UNIPROT_AC:Q8TAB0	UNIPROT_AC:P03246	0.0
UNIPROT_AC:Q5JR59-3	UNIPROT_AC:Q03654	0.07
UNIPROT_AC:P06241	UNIPROT_AC:Q7CGJ4	0.06
UNIPROT_AC:P62081	UNIPROT_AC:P06430	0.04
UNIPROT_AC:Q14188	UNIPROT_AC:P36801	0.0875
UNIPROT_AC:Q71UM5	UNIPROT_AC:P05780	0.03
UNIPROT_AC:Q8N1D5	UNIPROT_AC:B4URE8	0.0
UNIPROT_AC:E5RHL3	UNIPROT_AC:Q7CHU3	0.0
UNIPROT_AC:K7EJH7	UNIPROT_AC:P15682	0.0
UNIPROT_AC:Q5TD94	UNIPROT_AC:P05780	0.0225
UNIPROT_AC:H7C5G9	UNIPROT_AC:O56264	0.03
UNIPROT_AC:Q9P0K7	UNIPROT_AC:P04544	0.01
UNIPROT_AC:Q15375	UNIPROT_AC:P03206	0.08
UNIPROT_AC:J3KR12	UNIPROT_AC:Q8ZCW0	0.015
UNIPROT_AC:Q99880	UNIPROT_AC:P03427	0.04
UNIPROT_AC:Q96Q83	UNIPROT_AC:P05777	0.03
UNIPROT_AC:Q9BT92	UNIPROT_AC:P06428	0.035
UNIPROT_AC:H3BQ65	UNIPROT_AC:Q81QN4	0.095
UNIPROT_AC:A0A0N7D804	UNIPROT_AC:Q81LU4	0.0725
UNIPROT_AC:Q02790	UNIPROT_AC:P04585	0.095
UNIPROT_AC:O00560	UNIPROT_AC:Q81KT8	0.065
UNIPROT_AC:Q9Y5Q0	UNIPROT_AC:P03427	0.0775
UNIPROT_AC:Q969Z0	UNIPROT_AC:Q9WB91	0.0425
UNIPROT_AC:Q96S66	UNIPROT_AC:Q81PL6	0.0725
UNIPROT_AC:Q9Y5Z0	UNIPROT_AC:P0C737	0.0575
UNIPROT_AC:P62829	UNIPROT_AC:P15682	0.04
